,Text,Speaker
21405," Yeah, good for you. Y'know you're tough, you lived on the streets.",monica
21406," Yeah, I'm gonna go back to being Street Phoebe. Yeah! Oh but, y'know what? I can't go totally back because Street Phoebe really wouldn't be friends with you guys. Sorry. ",phoebe
21407,  Hey!,rachel
21408, Hey!,monica
21409," Hey, umm, can I ask you guys something?",rachel
21410," Uh, I don't have any brothers so I don't know, but uh, did you guys wrestle?",rachel
21411," Oh-oh, yeah.",ross
21412," All the time. In fact, I was undefeated.",monica
21413," Uh, you weighted 200 pounds.",ross
21414," Still, I was quick as a cat.",monica
21415," Well, I met Danny's sister yesterday, and uh that was actually the girl on the subway.",rachel
21416," Oh, you're kidding.",monica
21417," Yeah, they were very y'know…wrestley. But, I guess that's normal?",rachel
21418,"  We don't, we don't wrestle now.",monica
21419," Yeah, not since I got too strong for you.",ross
21420, Too strong for me?,monica
21421, Yeah.,ross
21422," You wanna go right now? 'Cause I'll take you right now, buddy! You wanna go?",monica
21423, Oh fine.,ross
21424, Ready?  Wrestle! ,monica
21425," Okay, y'know what uh, actually, that's great. That helps a lot. Thanks. ",rachel
21426,"  Guys, come on! Let's go! The puck drops in 20 minutes! Come on, Joe!",chandler
21427, Joey's not going.,ross
21428,  I didn't finish my five pages.,joey
21429," Well, why can't you do them tomorrow?",chandler
21430, Because tomorrow he's redoing yesterday's pages.,ross
21431, Yesterday's pages did not reflect my best work.,joey
21432,"  Why don't you cut him a little slack? Okay? Maybe if he relaxes a little bit, he'll get some work done.",chandler
21433," I think he's been relaxing enough, thanks to you and Fireball.",ross
21434," Dude, if you think Fireball's relaxing, you've obviously have never played.",joey
21435," The only reason you're doing this to Joey is because you're bored. Okay, it's not his fault that you're unemployed.",chandler
21436, I am not unemployed. I'm on sabbatical!,ross
21437," Come on look guys, don't fight.",joey
21438," And the reason I'm doing this is because I am Joey's friend. And if you were a good friend, you'd be doing the same thing.",ross
21439," Oh, so being a good friend means acting like a total jerk?",chandler
21440, If it does? Then you're an amazing friend of mine.,ross
21441," Hey-hey guys, hey! How about we settle this over a friendly game of Fireball? Huh? I'll go unhook the smoke detectors!",joey
21442," How about we settle this right now!  There! Now, no one's going to the game. Ha-ha-ha!",ross
21443, I paid for those tickets!,chandler
21444," No you didn't. You said you would, but you never did!",ross
21445, Oh yeah! ,chandler
21446," Oh, y'know the same thing happened to me one time.",joey
21447, When did that happen to you?!,chandler
21448, Don't you remember when we were jogging in the park and we saw that really pretty bird and wanted to take a picture—I didn't have my camera!,joey
21449," Oh yeah. First off all, chasing the Churo guy isn't jogging.",chandler
21450," Oh, great!",rachel
21451," Okay, bye!  Oh my God!!",chandler
21452, That was unbelievable!,monica
21453," Okay, see? I told you!",rachel
21454," Yeah, wow, sorry Rach.",joey
21455, I don't believe they're brother and sister.,chandler
21456, They're brother and sister!!!,joey
21457," Oh whoa-whoa-whoa! Wait a minute, open up your hand; let me take a look.  Quarter. Dime. Lint? Not interested in that.  What's this? A Canadian coin? Get outta here! ",phoebe
21458, Whoa-whoa-whoa! No drinks near the bucket! Set it down over there and then you can make a contribution!  And you can leave the hurt bunny look over there too!  Hi Bob!   I thought I told you to get outta here!,phoebe
21459, What?!,phoebe
21460, That chick can't handle my corner.,phoebe
21461," Fine.   All right, I'll give you one pointer. Look out for that bitch. ",phoebe
21462," Yeah uh, y'know what uh, let's skip it.",rachel
21463," Umm, you-you and your sister seem to have umm, a very special bond, and…",rachel
21464," Well, okay, look. I don't know, listen, I don't know what's going on here but let's…",rachel
21465," No, I have two sisters. But one of them has a very masculine energy.",rachel
21466," No-no, they're not very nice people.",rachel
21467," Well, uh, I-I don't know. See when-when you put it that way y'know it does sort of…",rachel
21468," Yeah, okay, I'll see you later. ",rachel
21469," Oh hey! There's some kids playing in the street, you wanna go down there and give them a project, ruin their day?",chandler
21470," Hey, if they have a ball maybe you can stick razor blades in it and teach them a new game, Gonna Need Stitches Ball.",ross
21471,  Hey guys! I was at the library all morning and I already finished my five pages for today!,joey
21472, Yay!,ross
21473," Great! Now, we can go to the Ranger game!  Last night!",chandler
21474," No dude, Ross tore up the tickets!",joey
21475," I guess when you don't have so many distractions, it's easier for you to focus. Huh?",ross
21476, Yeah or also when you don't have somebody breathing down your neck ALL THE LIVE LONG DAY!!,chandler
21477," Yeah, well, that's fine, but the important thing is that I finished it. And uh, I think it's really good, but y'know it'd really help me is if I could hear it. So would you guys read it for me?",joey
21478, All right. ,chandler
21479, All right. ,ross
21480," Okay.  ""It's a typical New York City apartment. Two guys are hanging out."" Ross ",joey
21481, Hey man.,ross
21482, What is up?,chandler
21483," About yesterday, I was really wrong. I am sorry.",ross
21484," No, it was me. I'm sorry. I over reacted.",chandler
21485," Maybe it was both of us, but we had our best friend's interest…  But we had our best friend's interest at heart.",ross
21486, Could I be more sorry. ,chandler
21487," I don't know, I'm one sorry polentologist.  All right Joey, we get it.  I'm sorry.",ross
21488,  I'm sorry too.,chandler
21489," Oh no! No-no, keep reading! The good part's coming up. Keep going.",joey
21490,"  I am sorry, Chandler.",ross
21491," I am sorry, Ross.",chandler
21492," A handsome man enters.  Hey! How's it going guys? I don't know what you two were talking about, but I'd like to say thanks to both of you. You,  you wouldn't let me give up on myself, and you  well you co-created Fireball. The end.",joey
21493, This took you all day?!,chandler
21494," No-no, this only took five minutes. I spent the rest of the day coming up with new, Ultimate Fireball.  Ha-ha!",joey
21495,"  Okay, it's a typical New York City apartment. Two girls are just hanging out.",joey
21496," Hi, how are you doing Kelly?",monica
21497," I'm doing just fine! God, Tiffany, you smell so great!",rachel
21498, It's my new perfume. Why don't you come closer where you can really appreciate it?,monica
21499," Oh, y'know Joey, you are sick!",rachel
21500, This is disgusting!,monica
21501, I'm not reading this!,rachel
21502, What?! Wait-wait-wait! The handsome man was about to enter!!,joey
21503, All right! Here we go! 1999! The year of Joey!,joey
21504,  We're very happy for you.,chandler
21505, What's the matter?!,joey
21506," We wanted to kiss at midnight, but nobody else is going to so y'know…",chandler
21507," All right, I'll take care of it.",joey
21508," Oh no, wait! Joey!",monica
21509,  73! 72! 71!,ross
21510," Ross! Ross! Ross, listen! Who are you kissing at midnight, huh? Rachel or Phoebe?",joey
21511, What?,ross
21512," Well you gotta kiss someone, you can't kiss your sister.",joey
21513," Well, who's gonna kiss my sister.",ross
21514, Chandler.,joey
21515," Awww, man! Really?",ross
21516," Dude-dude, who would you rather have kiss your sister, me or Chandler?",joey
21517, That's a good point.,ross
21518, Yeah.,joey
21519," Oh well, since I have that whole history with Rachel, I guess Phoebe.",ross
21520," Okay, great!",joey
21521, All right.,ross
21522, Pheebs! Pheebs! Ross wants to kiss you at midnight!,joey
21523," It's so obvious, why doesn't he just ask?",phoebe
21524," Rach! Rach! Listen, I'm gonna kiss you at midnight.",joey
21525, What?!,rachel
21526," Well, everyone's gotta kiss someone. You can't kiss Ross you got the history.",ross
21527, So?,rachel
21528," So? Who would you rather have kiss you, me or Chandler?",joey
21529," Oh, good point.",rachel
21530, Yeah!,joey
21531,  Happy New Year!,chandler
21532, Happy New Year.,monica
21533,"  Happy New Year, Pheebs!",ross
21534, You too!,phoebe
21535,"  Happy New Year, Joey!",rachel
21536, So did that do anything for ya?,joey
21537, Y'know what? I'm gonna go out on a limb and say no divorces in '99!,ross
21538, But your divorce isn't even final yet.,rachel
21539," Just the one divorce in '99! Y'know what, I am gonna be happy this year. I am gonna make myself happy.",ross
21540," Do you want us to leave the room, or?",chandler
21541, Everyday I am gonna do one thing that I haven't done before. That my friends is my New Year's resolution.,ross
21542, Ooh! That's a good one! Mine is to pilot a commercial jet.,phoebe
21543," That's good one too, Pheebs. Now all you have to do is find a planeload of people who's resolution is to plummet to their deaths.",chandler
21544," Maybe your resolution is to not make fun of your friends, especially the ones who may soon be flying you to Europe for free on their own plane.",phoebe
21545, She has a better chance of sprouting wings and flying up your nose than you do of not making fun of us.,monica
21546," In fact, I'll bet you 50 bucks that you can't go the whole year without making fun of us. Eh, y'know what, better yet? A week.",ross
21547," I'll take that bet my friend. And you know what, paying me the 50 bucks could be the ""new thing you do that day!""  And it starts right now!",chandler
21548," All right, my New Year's resolution is to learn how to play the guitar.",joey
21549, Ohh.,ross
21550, Really?! How come?,phoebe
21551," Well, y'know those special skills I have listed on my resume? I would love it would be great if one of those was true.",joey
21552, Do you want me to teach you? I'm a great teacher.,phoebe
21553, Really? Who-who have you taught?,joey
21554," Well, I taught me and I love me.",phoebe
21555, Yeah that'd be great! Thanks Pheebs!,joey
21556," Op, look! Claire forgot her glasses! And she's gonna be really needing these to keep an eye on that boyfriend, who, I hear, needs to keep his stapler in his desk drawer, if you know what I'm talking about.",rachel
21557," Hey Rach, maybe your resolution should be to umm, gossip less.",monica
21558, I don't gossip!,rachel
21559," Well, maybe sometimes I find out things or I hear something and I pass that information on y'know kinda like a public service, it doesn't mean I'm a gossip. I mean, would you call Ted Kopel a gossip?",rachel
21560," Well if Ted Kopel talked about his coworkers botched boob jobs, I would.",monica
21561, What? They were like this!,rachel
21562, Okay!   Hey!,ross
21563, I just asked that girl out.,ross
21564, Nice!,chandler
21565," Nice!! Yeah! Is that part of your resolution, your new thing for today?",joey
